Timestamp,Height of the Plant(cm),Plant Temperature(°C),Humidity(RH),Pressure(Pa)
2024-03-15 19:11,12,33.03,80.45,100217.68
2024-03-16 0:13,12,31.2,71.3,100216.85
2024-03-16 5:01,13,32.62,74.64,100210.39
2024-03-16 10:08,13,30.41,63.8,100204.83
2024-03-16 15:10,13,33.06,79.92,100213.71
2024-03-16 20:12,12,31.31,72.81,100212.94
2024-03-17 1:13,13,32.25,75.92,100214.71
2024-03-17 6:01,13,30.51,64.3,100218.32
2024-03-17 11:08,13,32.85,77.63,100207.42
2024-03-17 16:10,13,31.39,69.96,100217.08
2024-03-17 21:12,13,33.12,73.5,100214.65
2024-03-18 2:14,13,30.98,62.57,100212.9
2024-03-18 7:01,13,32.62,70.78,100213.81
2024-03-18 12:09,13,31.03,64.19,100220.17
2024-03-18 17:11,13,33.21,75.88,100207.59
2024-03-18 22:12,13,31.5,67.84,100212.11
2024-03-19 3:14,12,32.78,76.68,100205.12
2024-03-19 8:02,14,30.25,63.91,100216.49
2024-03-19 13:09,13,32.47,78.13,100210.16
2024-03-19 18:11,14,31.71,72.32,100217.52
2024-03-19 23:13,13,30.84,66.01,100208.72
2024-03-20 4:14,13,32.39,74.58,100211.92
2024-03-20 9:02,13,31.12,67.51,100216.87
2024-03-20 14:09,14,33.03,75.71,100214.29
2024-03-20 19:11,14,30.67,62.46,100212.68
2024-03-21 0:13,14,32.58,78.55,100209.37
2024-03-21 5:01,14,31.37,71.82,100214.75
2024-03-21 10:08,14,30.76,64.57,100205.34
2024-03-21 15:10,13,32.72,76.29,100213.65
2024-03-21 20:12,14,31.2,69.4,100206.58
2024-03-21 15:10,14,33.17,73.92,100216.81
2024-03-21 20:12,13,30.35,62.03,100210.95
2024-03-22 1:13,14,32.86,78.27,100208.17
2024-03-22 6:01,14,31.54,67.44,100219.21
2024-03-22 11:08,14,30.63,63.8,100204.39
2024-03-22 16:10,14,32.74,77.81,100215.89
2024-03-22 21:12,14,31.12,68.26,100212.44
2024-03-23 2:14,15,33.09,80.53,100206.93
2024-03-23 7:01,14,30.97,71.29,100218.22
2024-03-23 12:09,14,32.43,74.87,100214.01
2024-03-23 17:11,15,31.06,69.87,100217.94
2024-03-23 22:12,15,33,76.25,100212.57
2024-03-24 3:14,15,30.46,62.62,100209.98
2024-03-24 8:02,15,32.57,77.32,100214.95
2024-03-24 13:09,15,31.48,70.83,100213.53
2024-03-24 18:11,15,30.84,65.18,100207.42
2024-03-24 23:13,15,32.67,74.94,100220.6
2024-03-25 4:14,15,31.25,68.1,100213.47
2024-03-25 9:02,15,33.12,78.5,100215.83
2024-03-25 14:09,15,30.59,62.77,100212.84
2024-03-25 19:11,15,32.74,76.63,100216.91
2024-03-26 0:13,15,31.15,71.66,100217.48
2024-03-26 5:01,15,30.93,64.34,100207.54
2024-03-26 10:08,15,33.01,75.54,100220.65
2024-03-26 15:10,14,31.62,69.88,100208.41
2024-03-26 20:12,15,32.84,78.35,100206.14
2024-03-27 1:13,15,30.79,63.96,100217.58
2024-03-27 6:01,15,33.09,76.42,100211.97
2024-03-27 11:08,15,31.41,71.14,100215.28
2024-03-27 16:10,15,32.18,75.14,100207.85
2024-03-27 21:12,15,30.52,62.84,100212.29
2024-03-28 2:14,15,33.1,77.67,100216.76
2024-03-28 7:01,15,31.08,68.3,100213.93
2024-03-28 12:09,15,30.7,63.53,100211.64
2024-03-28 17:11,15,32.88,76.74,100209.29
2024-03-28 22:12,15,31.43,69.15,100218.43
2024-03-29 3:14,15,30.62,61.9,100207.17
2024-03-29 8:02,15,32.8,74.63,100215.47
2024-03-29 13:09,15,31.38,71.55,100207.52
2024-03-29 18:11,15,33.07,75.45,100211.54
2024-03-29 23:13,15,30.82,62.5,100206.59
2024-03-30 4:14,15,32.55,77.89,100215.28
2024-03-30 9:02,15,31.26,68.32,100208.31
2024-03-30 14:09,15,33.19,79.53,100212.63
2024-03-30 19:11,15,30.56,63.92,100211.34
2024-03-31 0:13,14,32.47,74.14,100217.77
2024-03-31 5:01,15,31.14,71.47,100213.94
2024-03-31 10:08,14,33.03,77.85,100208.15
2024-03-31 15:10,15,30.69,64.02,100215.26
2024-03-31 20:12,15,32.6,76.2,100210.78
2024-04-01 1:13,14,31.2,68.79,100218.14
2024-04-01 6:01,15,30.98,62.39,100209.31
2024-04-01 11:08,15,32.79,75.61,100213.68
2024-04-01 16:10,15,31.52,69.45,100217.2
2024-04-01 21:12,14,30.85,63.19,100206.62
2024-04-02 2:14,15,33.07,78.57,100212.42
2024-04-02 7:01,15,31.37,70.64,100213.11
2024-04-02 12:09,14,32.56,74.78,100215.3
2024-04-02 17:11,14,30.75,62.83,100210.64
2024-04-02 22:12,15,33.08,77.25,100207.93
2024-04-03 3:14,15,31.23,69.56,100218.64
2024-04-03 8:02,15,30.68,63.44,100212.75
2024-04-03 13:09,14,32.92,76.55,100215.88
2024-04-03 18:11,15,31.44,71.82,100214.63
2024-04-03 23:13,15,30.55,64.1,100207.23
2024-04-04 4:14,14,32.74,75.83,100213.12
2024-04-04 9:02,15,31.25,68.04,100218.01
2024-04-04 14:09,15,33.06,78.11,100212.84
2024-04-04 19:11,15,30.77,63.28,100205.89
2024-04-05 0:13,15,32.53,76.32,100210.13
2024-04-05 5:01,14,31.14,69.57,100214.96
2024-04-05 10:08,15,30.83,62.96,100207.47
2024-04-05 15:10,15,33,74.48,100216.22
2024-04-05 20:12,15,31.39,71.12,100211.87
2024-04-06 1:13,16,32.79,77.43,100208.29
2024-04-06 6:01,14,30.55,63.74,100212.36
2024-04-06 11:08,15,32.85,76.91,100217.11
2024-04-06 16:10,16,31.08,68.48,100215.24
2024-04-06 21:12,15,33.17,79.66,100210.77
2024-04-07 2:14,16,30.49,62.83,100214.95
2024-04-07 7:01,15,32.49,75.93,100208.47
2024-04-07 12:09,15,31.54,71.67,100213.5
2024-04-07 17:11,15,30.77,63.17,100206.58
2024-04-07 22:12,15,32.66,76.54,100214.92
2024-04-08 3:14,16,31.23,69.16,100217.92
2024-04-08 8:02,15,30.89,63.98,100212.31
2024-04-08 13:09,15,33,77.58,100210.57
2024-04-08 18:11,15,31.42,70.63,100215.71
2024-04-08 23:13,15,32.57,75.79,100211.29
2024-04-09 4:14,15,30.64,62.49,100208.9
2024-04-09 9:02,14,32.74,74.67,100217.31
2024-04-09 14:09,15,31.38,68.91,100213.5
2024-04-09 19:11,15,30.81,63.79,100215.46
2024-04-10 0:13,15,33.15,76.47,100209.83
2024-04-10 5:01,16,31.09,70.12,100213.68
2024-04-10 10:08,15,32.63,78.57,100216.77
2024-04-10 15:10,15,30.79,62.63,100207.89
2024-04-10 20:12,15,33.18,77.67,100212.42
2024-04-11 1:13,15,31.4,69.21,100217.94
2024-04-11 6:01,15,32.58,76.28,100211.61
2024-04-11 11:08,16,30.86,62.72,100208.57
2024-04-11 16:10,15,33.05,78.46,100213.22
2024-04-11 21:12,15,31.28,71.31,100215.38
2024-04-12 2:14,15,32.86,74.98,100206.91
2024-04-12 7:01,15,30.95,63.45,100212.41
2024-04-12 12:09,15,33.17,77.82,100211.7
2024-04-12 17:11,15,31.2,70.4,100209.88
2024-04-12 22:12,16,32.47,75.34,100217.34
2024-04-13 3:14,15,30.55,64.52,100215.32
2024-04-13 8:02,15,33.05,78.17,100206.82
2024-04-13 13:09,15,31.14,67.56,100210.75
2024-04-13 18:11,15,32.6,77.1,100215.49
2024-04-13 23:13,15,30.72,63.82,100214.63
2024-04-14 4:14,15,33.11,75.91,100207.91
2024-04-14 9:02,15,31.47,68.75,100211.83
2024-04-14 14:09,15,32.75,77.49,100209.64
2024-04-14 19:11,15,30.8,64.07,100212.91
2024-04-15 0:13,15,33.02,76.83,100206.91
2024-04-15 5:01,16,31.38,70.28,100215.76
2024-04-15 10:08,15,32.81,78.44,100210.51
2024-04-15 15:10,15,30.69,62.64,100208.76
2024-04-15 20:12,15,33.14,76.56,100217.88
2024-04-16 1:13,15,31.42,71.76,100213.98
2024-04-16 6:01,15,32.9,75.94,100208.42
2024-04-16 11:08,15,30.55,62.47,100211.35
2024-04-16 16:10,15,33.13,79.28,100213.54
2024-04-16 21:12,15,31.35,70.95,100215.36
2024-04-17 2:14,15,32.63,76.05,100210.42
2024-04-17 7:01,15,30.72,63.88,100209.57
2024-04-17 12:09,14,32.76,77.36,100211.71
2024-04-17 17:11,14,31.12,68.28,100214.56
2024-04-17 22:12,15,33.17,79.82,100209.67
2024-04-18 3:14,15,30.78,63.41,100214.89
2024-04-18 8:02,15,32.52,74.73,100208.12
2024-04-18 13:09,15,31.19,67.54,100213.65
2024-04-18 18:11,15,30.66,63.95,100211.36
2024-04-18 23:13,15,33.15,75.89,100209.58
2024-04-19 4:14,15,31.43,71.66,100217.62
2024-04-19 9:02,15,32.68,77.7,100208.67
2024-04-19 14:09,15,30.59,62.67,100207.49
2024-04-19 19:11,15,33.07,74.93,100213.41
2024-04-20 0:13,15,31.32,68.94,100210.53
2024-04-20 5:01,15,30.88,62.71,100215.79
2024-04-20 10:08,15,32.59,75.29,100217.71
2024-04-20 15:10,14,31.26,70.57,100210.82
2024-04-20 20:12,15,33.18,78.45,100214.27
2024-04-21 1:13,15,30.75,63.63,100211.9
2024-04-21 6:01,15,32.81,77.89,100208.67
2024-04-21 11:08,15,31.12,68.41,100215.76
2024-04-21 16:10,15,30.67,63.7,100209.35
2024-04-21 21:12,15,32.75,74.95,100212.71
2024-04-22 2:14,15,31.42,71.35,100215.13
2024-04-22 7:01,15,30.58,64.4,100209.81
2024-04-22 12:09,15,33.13,77.5,100210.42
2024-04-22 17:11,15,31.32,68.67,100211.93
2024-04-22 22:12,14,32.6,76.02,100213.29
2024-04-23 3:14,15,30.54,62.99,100208.44
2024-04-23 8:02,14,33.01,75.89,100211.19
2024-04-23 13:09,15,31.48,71.87,100212.84
2024-04-23 18:11,15,32.64,77.3,100207.73
2024-04-23 23:13,15,30.8,64.18,100214.28
2024-04-24 4:14,13,32.83,76.36,100211.94
2024-04-24 9:02,15,31.27,68.4,100212.18
2024-04-24 14:09,15,33.06,77.8,100214.99
2024-04-24 19:11,15,30.71,62.87,100206.71
2024-04-25 0:13,15,32.56,75.98,100209.59
2024-04-25 5:01,15,31.33,70.79,100214.48
2024-04-25 10:08,15,30.53,63.59,100207.94
2024-04-25 15:10,16,32.79,76.65,100213.11
2024-04-25 20:12,14,31.15,68.59,100214.57
2024-04-26 1:13,15,33,78.67,100209.64
2024-04-26 6:01,15,30.64,63.81,100210.25
2024-04-26 11:08,15,32.72,77.55,100213.99
2024-04-26 16:10,15,31.25,70.04,100208.13
2024-04-26 21:12,14,33.13,78.32,100211.49
2024-04-27 2:14,16,30.77,64.22,100215.11
2024-04-27 7:01,15,32.56,74.91,100212.85
2024-04-27 12:09,15,31.35,68.64,100209.71
2024-04-27 17:11,15,33.05,77.81,100213.13
2024-04-27 22:12,15,30.82,63.69,100207.88
2024-04-28 3:14,15,32.67,75.74,100209.94
2024-04-28 8:02,15,31.26,69.86,100216.29
2024-04-28 13:09,15,30.59,63.74,100206.62
2024-04-28 18:11,15,33.16,78.58,100213.29
2024-04-28 23:13,16,31.47,71.33,100214.46
2024-04-29 4:14,15,32.82,76.62,100208.71
2024-04-29 9:02,15,30.67,64.15,100212.52
2024-04-29 14:09,15,33.04,75.53,100217.26
2024-04-29 19:11,15,31.38,68.71,100208.23
2024-04-30 0:13,15,32.56,77.32,100210.71
2024-04-30 5:01,15,30.84,63.93,100213.97
2024-04-30 10:08,15,33.14,78.27,100214.94
2024-04-30 15:10,15,31.29,70.26,100211.9
2024-04-30 20:12,15,30.79,62.94,100209.22
2024-05-01 1:13,15,32.8,75.99,100215.12
2024-05-01 6:01,15,31.2,67.77,100211.71
2024-05-01 11:08,15,33.08,76.53,100208.95
2024-05-01 16:10,15,30.69,63.98,100213.05
2024-05-01 21:12,15,32.64,74.8,100209.88
2024-05-02 2:14,16,31.32,69.51,100215.17
2024-05-02 7:01,15,30.79,62.54,100206.7
2024-05-02 12:09,15,33.05,77.63,100211.31
2024-05-02 17:11,15,31.25,70.56,100217.93
2024-05-02 22:12,15,32.75,76.21,100210.77
2024-05-03 3:14,14,30.6,63.81,100208.82
2024-05-03 8:02,14,33.06,75.85,100212.74
2024-05-03 13:09,15,31.42,71.41,100207.97
2024-05-03 18:11,15,32.86,77.85,100214.25
2024-05-03 23:13,16,30.82,64.06,100209.2
2024-05-04 4:14,15,33.1,78.16,100210.61
2024-05-04 9:02,15,31.35,68.76,100211.6
2024-05-04 14:09,15,32.6,75.34,100209.78
2024-05-04 19:11,15,30.64,62.89,100207.65
2024-05-05 0:13,15,33.07,74.61,100211.89
2024-05-05 5:01,15,31.25,69.75,100215.83
2024-05-05 10:08,15,30.56,63.99,100209.82
2024-05-05 15:10,15,32.81,77.2,100214.2
2024-05-05 20:12,15,31.12,70.64,100215.91
2024-05-06 1:13,15,33.1,78.38,100208.88
2024-05-06 6:15,16,30.78,62.69,100207.72
2024-05-06 11:17,16,32.58,75.89,100212.09
2024-05-06 16:19,16,31.4,71.31,100217.05
2024-05-06 21:21,14,30.84,63.78,100211.54
2024-05-07 2:23,14,33,76.34,100214.27
2024-05-07 7:25,15,31.33,69.23,100209.99
2024-05-07 12:27,15,32.72,77.23,100210.77
2024-05-07 17:29,15,30.72,62.51,100213.2
2024-05-07 22:31,15,33.17,75.89,100213.89
2024-05-08 3:33,15,31.2,70.09,100210.13
2024-05-08 8:35,16,32.83,77.91,100215.01
2024-05-08 13:37,15,30.55,64.19,100209.82
2024-05-08 18:39,15,33.1,76.97,100214.2
2024-05-08 23:41,15,31.41,68.56,100213.3
2024-05-09 4:43,15,32.69,76.27,100208.19
2024-05-09 9:45,15,30.8,63.66,100211.78
2024-05-09 14:47,14,33.03,75.97,100209.85
2024-05-09 19:49,15,31.15,71.77,100213.97
2024-05-10 0:51,15,32.57,77.29,100213.32
2024-05-10 5:53,17,30.85,62.85,100206.54
2024-05-10 10:55,15,33.07,78.12,100215.21
2024-05-10 15:57,15,31.27,70.95,100211.42
2024-05-10 20:59,15,32.66,76.32,100209.57
2024-05-11 2:01,15,30.73,63.6,100213.36
2024-05-11 7:03,15,33.01,75.88,100206.61
2024-05-11 12:05,16,31.4,69.2,100211.24
2024-05-11 17:07,15,32.64,77.48,100214.13
2024-05-11 22:09,15,30.81,63.92,100208.47
2024-05-12 3:11,14,33.15,76.59,100215.09
2024-05-12 8:13,15,31.14,69.27,100209.99
2024-05-12 13:15,15,32.7,77.75,100213.72
2024-05-12 18:17,16,30.56,63.58,100212.62
2024-05-12 23:19,15,33.09,74.95,100211.18
2024-05-13 4:21,15,31.3,68.58,100215.38
2024-05-13 9:23,15,32.59,77.58,100210.13
2024-05-13 14:25,15,30.66,62.8,100209.72
2024-05-13 19:27,15,33,75.95,100214.95
2024-05-14 0:29,15,31.24,69.21,100208.77
2024-05-14 5:31,15,32.78,76.57,100212.52
2024-05-14 10:33,15,30.85,63.61,100214.18
2024-05-14 15:35,16,33.12,78.3,100207.85
2024-05-14 20:37,15,31.34,71.27,100214.9
2024-05-15 1:39,15,32.63,75.83,100209.28
2024-05-15 6:41,14,30.77,64.06,100207.21
2024-05-15 11:43,15,33.07,76.58,100210.16
2024-05-15 16:45,15,31.31,68.67,100215.14
2024-05-15 21:47,15,32.84,74.94,100215.34
2024-05-16 2:49,15,30.65,62.66,100213.03
2024-05-16 7:51,15,33.1,77.69,100213.46
2024-05-16 12:53,16,31.24,70.72,100217.62
2024-05-16 17:55,15,32.69,75.93,100208.47
2024-05-16 22:57,15,30.55,63.86,100213.09
2024-05-17 3:59,15,33.02,76.32,100211.82
2024-05-17 9:01,15,31.15,71.34,100213.68
2024-05-17 14:03,15,32.76,77.19,100208.33
2024-05-17 19:05,15,30.78,62.96,100213.22
2024-05-18 0:07,15,33.12,74.91,100207.68
2024-05-18 5:09,15,31.31,69.78,100214.92
2024-05-18 10:11,14,30.56,63.71,100211.96
2024-05-18 15:13,15,32.82,77.65,100217.16
2024-05-18 20:15,15,31.19,71.53,100210.91
2024-05-19 1:17,15,33.08,75.61,100209.55
2024-05-19 6:19,14,30.64,62.85,100214.71
2024-05-19 11:21,14,32.77,76.57,100209.38
2024-05-19 16:23,15,31.32,69.45,100213.3
2024-05-19 21:25,15,30.88,63.7,100208.82
2024-05-20 2:27,15,33.09,77.77,100216.43
2024-05-20 7:29,15,31.37,71.28,100215.36
2024-05-20 12:31,15,32.6,75.9,100207.91
2024-05-20 17:33,15,30.67,62.57,100214.56
2024-05-20 22:35,15,33.16,78.24,100214.65
2024-05-21 3:37,15,31.27,70.09,100217.83
2024-05-21 8:39,16,32.73,76.05,100208.26
2024-05-21 13:41,15,30.81,63.99,100214.09
2024-05-21 18:43,15,33,75.99,100214.22
2024-05-21 23:45,15,31.48,71.35,100212.14
2024-05-22 4:47,15,32.8,77.16,100210.29
2024-05-22 9:49,14,30.55,62.7,100211.9
2024-05-22 14:51,15,33.12,76.66,100207.77
2024-05-22 19:53,15,31.33,69.58,100214.05
2024-05-23 0:55,15,32.6,75.94,100209.78
2024-05-23 5:57,15,30.87,64.12,100213.89
2024-05-23 10:59,16,33.05,78.24,100216.16
2024-05-23 16:01,15,31.29,71.41,100215.63
2024-05-23 21:03,15,32.78,76.66,100213.03
2024-05-24 2:05,15,30.59,63.71,100206.46
2024-05-24 7:07,15,33.11,75.91,100209.81
2024-05-24 12:09,15,31.31,69.97,100212.23
2024-05-24 17:11,15,32.68,77.21,100210.49
2024-05-24 22:13,15,30.81,64.19,100214.14
2024-05-25 3:15,15,33.14,74.86,100215.15
2024-05-25 8:17,16,31.27,70.38,100217.33
2024-05-25 13:19,15,32.82,75.87,100207.98
2024-05-25 18:21,16,30.69,63.79,100209.36
2024-05-25 23:23,15,33.16,76.21,100213.98
2024-05-26 4:25,14,31.15,68.5,100214.3
2024-05-26 9:27,16,32.7,77.17,100210.66
2024-05-26 14:29,15,30.72,63.83,100208.52
2024-05-26 19:31,16,33.07,75.96,100212.34
2024-05-27 0:33,15,31.38,70.57,100217.47
2024-05-27 5:35,15,32.59,76.49,100214.38
2024-05-27 10:37,15,30.6,63.62,100213.54
2024-05-27 15:39,15,33.03,77.72,100208.96
2024-05-27 20:41,15,31.17,68.42,100215.2
2024-05-28 1:43,15,32.84,75.87,100209.92
2024-05-28 6:45,15,30.72,62.75,100212.56
2024-05-28 11:47,15,33.16,78.07,100217.34
2024-05-28 16:49,15,31.27,70.28,100208.69
2024-05-28 21:51,15,32.68,76.35,100212.44
2024-05-29 2:53,15,30.8,63.77,100214.02
2024-05-29 7:55,14,33.04,77.28,100213.83
2024-05-29 12:57,15,31.4,69.94,100209.53
2024-05-29 17:59,15,32.77,76.78,100217.61
2024-05-29 23:01,15,30.66,63.63,100214.67
2024-05-30 4:03,14,33,75.73,100210.83
2024-05-30 9:05,15,31.15,70.77,100213.64
2024-05-30 14:07,14,32.78,77.64,100208.56
2024-05-30 19:09,14,30.68,64.13,100217.41
2024-05-31 0:11,15,33.1,75.97,100210.97
2024-05-31 5:13,15,31.3,69.8,100209.87
