Timestamp,Water Temperature(°C),EC Values(uS/cm,TDS(mg/L),Turbidity(NTU),Water pH
2024-06-15 9:42,30.8,350,224,21,7.3
2024-06-15 14:44,31.26,346.875,222,19,6.8
2024-06-15 19:46,30.69,348.4375,223,23,7.4
2024-06-15 23:48,29.77,343.75,220,18,7.5
2024-06-16 4:50,30.1,351.5625,225,20,7.2
2024-06-16 9:52,29.65,348.4375,223,21,7.1
2024-06-16 14:54,31.1,350,224,23,6.3
2024-06-16 19:56,29.74,353.125,226,19,7.3
2024-06-16 23:58,28.93,346.875,222,22,6.3
2024-06-17 5:00,29.58,343.75,220,24,7.2
2024-06-17 10:02,28.78,351.5625,225,21,7.1
2024-06-17 15:04,29.66,353.125,226,20,7
2024-06-17 20:06,28.87,348.4375,223,22,7.3
2024-06-18 1:08,29.7,346.875,222,23,7.2
2024-06-18 6:10,31.03,350,224,19,7.4
2024-06-18 11:12,30.87,351.5625,225,21,7.1
2024-06-18 16:14,31.29,346.875,222,24,7.2
2024-06-18 21:16,29.74,345.3125,221,23,7
2024-06-19 2:18,28.84,348.4375,223,22,7.3
2024-06-19 7:20,29.79,350,224,20,7.2
2024-06-19 12:22,30.95,353.125,226,21,7.4
2024-06-19 17:24,31.06,351.5625,225,19,7
2024-06-19 22:26,30.74,346.875,222,23,7.1
2024-06-20 3:28,29.75,348.4375,223,24,7.3
2024-06-20 8:30,28.9,350,224,22,7.2
2024-06-20 13:32,29.68,353.125,226,20,7.1
2024-06-20 18:34,28.81,351.5625,225,23,6.9
2024-06-20 23:36,29.73,346.875,222,19,6.9
2024-06-21 4:38,28.77,350,224,22,6.8
2024-06-21 9:40,29.78,354.6875,227,24,6.9
2024-06-21 14:42,31.11,359.375,230,20,6.9
2024-06-21 19:44,29.71,367.1875,235,23,7.3
2024-06-21 23:46,31.16,371.875,238,21,6.7
2024-06-22 4:48,29.6,378.125,242,22,7.2
2024-06-22 9:50,28.89,382.8125,245,24,7.1
2024-06-22 14:52,29.68,390.625,250,19,7
2024-06-22 19:54,28.75,398.4375,255,23,7.3
2024-06-22 23:56,29.74,406.25,260,20,7.2
2024-06-23 4:58,28.82,414.0625,265,22,7.4
2024-06-23 10:00,29.66,418.75,268,21,7.1
2024-06-23 15:02,28.87,421.875,270,24,7
2024-06-23 20:04,30.73,418.75,268,19,7.3
2024-06-24 1:06,31.21,415.625,266,22,7.2
2024-06-24 6:08,29.7,412.5,264,23,7.1
2024-06-24 11:10,28.76,409.375,262,21,7
2024-06-24 16:12,29.77,406.25,260,20,7.3
2024-06-24 21:14,28.83,403.125,258,24,7.4
2024-06-25 2:16,29.75,400,256,22,7.2
2024-06-25 7:18,28.8,396.875,254,23,7.1
2024-06-25 12:20,29.67,393.75,252,21,7
2024-06-25 17:22,30.54,390.625,250,19,7.3
2024-06-25 22:24,29.73,387.5,248,22,7.2
2024-06-26 3:26,28.91,351.5625,225,22,7.6
2024-06-26 8:28,29.6,348.4375,223,21,7.2
2024-06-26 13:30,28.74,343.75,220,24,7
2024-06-26 18:32,31.25,340.625,218,19,6.8
2024-06-26 23:34,30.9,337.5,216,23,7.1
2024-06-27 4:36,29.71,334.375,214,22,7.3
2024-06-27 9:38,31,331.25,212,20,6.9
2024-06-27 14:40,29.74,328.125,210,21,7.5
2024-06-27 19:42,28.77,325,208,24,7.4
2024-06-28 0:44,29.66,321.875,206,23,6.7
2024-06-28 5:46,29.99,318.75,204,22,6.9
2024-06-28 10:48,29.67,315.625,202,19,7.1
2024-06-28 15:50,28.8,312.5,200,20,6.8
2024-06-28 20:52,29.75,317.1875,203,21,7
2024-06-29 1:54,28.94,321.875,206,23,7.4
2024-06-29 6:56,29.79,326.5625,209,24,6.9
2024-06-29 11:58,30.65,329.6875,211,19,7.3
2024-06-29 17:00,31.09,334.375,214,22,6.8
2024-06-29 22:02,30.92,337.5,216,23,7.2
2024-06-30 3:04,31.16,340.625,218,20,7.5
2024-06-30 8:06,30.77,343.75,220,22,7.1
2024-06-30 13:08,31.24,346.875,222,21,6.9
2024-06-30 18:10,28.75,350,224,24,7.3
2024-06-30 23:12,29.64,353.125,226,23,7.6
2024-07-01 4:14,28.81,351.5625,225,22,7.4
2024-07-01 9:16,29.72,348.4375,223,21,7.2
2024-07-01 14:18,28.83,345.3125,221,24,6.9
2024-07-01 19:20,29.58,342.1875,219,19,7
2024-07-02 0:22,28.87,340.625,218,23,7.1
2024-07-02 5:24,29.71,337.5,216,22,7.3
2024-07-02 10:26,28.93,335.9375,215,20,6.7
2024-07-02 15:28,29.66,332.8125,213,21,7.5
2024-07-02 20:30,28.77,331.25,212,24,7
2024-07-03 1:32,29.74,328.125,210,23,7.2
2024-07-03 6:34,31.08,326.5625,209,22,7.1
2024-07-03 11:36,30.57,323.4375,207,19,7.4
2024-07-03 16:38,31.25,321.875,206,20,7
2024-07-03 21:40,29.75,318.75,204,23,6.9
2024-07-04 2:42,28.85,315.625,202,24,7.3
2024-07-04 7:44,29.67,314.0625,201,22,7.4
2024-07-04 12:46,28.91,317.1875,203,21,7.2
2024-07-04 17:48,31.17,320.3125,205,19,7.1
2024-07-04 22:50,30.64,323.4375,207,22,6.8
2024-07-05 3:52,31.29,326.5625,209,23,7
2024-07-05 8:54,30.79,329.6875,211,24,7.5
2024-07-05 13:56,31.2,332.8125,213,20,7.3
2024-07-05 18:58,28.81,335.9375,215,22,7.2
2024-07-06 0:00,29.66,339.0625,217,19,7
2024-07-06 5:02,28.79,342.1875,219,23,6.9
2024-07-06 10:04,29.74,345.3125,221,21,7.4
2024-07-06 15:06,28.92,348.4375,223,24,7.1
2024-07-06 20:08,29.75,351.5625,225,22,7.3
2024-07-07 1:10,28.86,350,224,23,7.2
2024-07-07 6:12,29.63,346.875,222,24,7.1
2024-07-07 11:14,28.8,345.3125,221,22,7.4
2024-07-07 16:16,29.7,343.75,220,19,6.8
2024-07-07 21:18,28.88,342.1875,219,21,7
2024-07-08 2:20,29.68,340.625,218,22,7.3
2024-07-08 7:22,28.75,339.0625,217,24,7.1
2024-07-08 12:24,29.76,337.5,216,23,7.2
2024-07-08 17:26,31.14,335.9375,215,19,6.9
2024-07-08 22:28,30.93,334.375,214,20,7
2024-07-09 3:30,31.31,332.8125,213,21,7.3
2024-07-09 8:32,30.68,331.25,212,22,7.1
2024-07-09 13:34,28.93,329.6875,211,24,7.4
2024-07-09 18:36,29.66,328.125,210,23,7.2
2024-07-09 23:38,28.8,326.5625,209,19,6.8
2024-07-10 4:40,29.73,325,208,22,7
2024-07-10 9:42,28.85,323.4375,207,23,7.3
2024-07-10 14:44,29.69,321.875,206,24,7.1
2024-07-10 19:46,28.87,320.3125,205,20,6.9
2024-07-11 0:48,29.77,318.75,204,22,7.4
2024-07-11 5:50,31.26,317.1875,203,21,7
2024-07-11 10:52,30.92,315.625,202,24,7.2
2024-07-11 15:54,31.12,314.0625,201,23,7.1
2024-07-11 20:56,30.56,312.5,200,19,6.8
2024-07-12 1:58,31.19,315.625,202,22,7.3
2024-07-12 7:00,30.85,318.75,204,21,7
2024-07-12 12:02,28.81,321.875,206,23,7.4
2024-07-12 17:04,29.69,325,208,24,7.1
2024-07-12 22:06,28.85,328.125,210,19,6.9
2024-07-13 3:08,29.72,331.25,212,20,7
2024-07-13 8:10,28.79,351.5625,225,20,7.3
2024-07-13 13:12,29.6,354.6875,227,22,7.1
2024-07-13 18:14,28.93,357.8125,229,21,6.9
2024-07-13 23:16,31.25,353.125,226,23,7
2024-07-14 4:18,30.73,350,224,22,7.2
2024-07-14 9:20,31.09,345.3125,221,20,7.4
2024-07-14 14:22,28.75,342.1875,219,24,7.1
2024-07-14 19:24,29.71,346.875,222,23,7.3
2024-07-15 0:26,30.96,351.5625,225,21,7.2
2024-07-15 5:28,31.27,354.6875,227,20,7
2024-07-15 10:30,28.8,357.8125,229,22,6.8
2024-07-15 15:32,29.75,362.5,232,23,7.1
2024-07-15 20:34,28.86,359.375,230,24,7.2
2024-07-16 1:36,29.69,356.25,228,21,7.3
2024-07-16 6:38,28.83,350,224,22,7
2024-07-16 11:40,29.78,346.875,222,23,7.2
2024-07-16 16:42,28.92,351.5625,225,20,6.9
2024-07-16 21:44,29.74,354.6875,227,22,7.1
2024-07-17 2:46,28.88,357.8125,229,23,7.4
2024-07-17 7:48,31.22,362.5,232,21,7.2
2024-07-17 12:50,30.82,359.375,230,20,7
2024-07-17 17:52,31.18,356.25,228,24,7.1
2024-07-17 22:54,28.85,353.125,226,23,6.9
2024-07-18 3:56,29.69,357.8125,229,22,7.3
2024-07-18 8:58,28.9,360.9375,231,19,7.1
2024-07-18 14:00,29.6,364.0625,233,19,7.2
2024-07-18 19:02,28.81,368.75,236,23,6.8
2024-07-19 0:04,29.72,371.875,238,24,7
2024-07-19 5:06,28.78,370.3125,237,22,7.1
2024-07-19 10:08,29.76,365.625,234,22,7.3
2024-07-19 15:10,28.84,362.5,232,21,7.2
2024-07-19 20:12,29.7,359.375,230,17,7.1
2024-07-20 1:14,28.88,356.25,228,22,6.9
2024-07-20 6:16,29.74,351.5625,225,14,7
2024-07-20 11:18,28.75,348.4375,223,15,7.2
2024-07-20 16:20,29.62,343.75,220,15,7.1
2024-07-20 21:22,28.83,346.875,222,21,7.3
2024-07-21 2:24,31.16,350,224,20,6.8
2024-07-21 7:26,30.68,353.125,226,21,7.1
2024-07-21 12:28,31.09,357.8125,229,18,7.2
2024-07-21 17:30,30.74,360.9375,231,18,7
2024-07-21 22:32,31.25,365.625,234,19,7.3
2024-07-22 3:34,28.85,368.75,236,20,6.9
2024-07-22 8:36,29.71,371.875,238,15,7.1
2024-07-22 13:38,28.79,375,240,23,7.4
2024-07-22 18:40,29.77,378.125,242,16,7.2
2024-07-22 23:42,28.83,382.8125,245,12,6.9
2024-07-23 4:44,29.64,385.9375,247,22,7.3
2024-07-23 9:46,28.92,389.0625,249,29,7.1
2024-07-23 14:48,30.92,392.1875,251,23,7.2
2024-07-23 19:50,31.27,395.3125,253,24,6.9
2024-07-24 0:52,30.69,398.4375,255,21,7
2024-07-24 5:54,28.8,401.5625,257,22,7.2
2024-07-24 10:56,29.63,404.6875,259,24,7.3
2024-07-24 15:58,28.75,407.8125,261,21,6.9
2024-07-24 21:00,29.75,410.9375,263,22,7.1
2024-07-25 2:02,28.87,414.0625,265,20,7.3
2024-07-25 7:04,29.71,417.1875,267,23,7.2
2024-07-25 12:06,28.92,420.3125,269,24,6.8
2024-07-25 17:08,29.78,423.4375,271,22,7.1
2024-07-25 22:10,28.86,426.5625,273,21,7
2024-07-26 3:12,31.24,429.6875,275,23,7.4
2024-07-26 8:14,28.75,432.8125,277,20,7.1
2024-07-26 13:16,29.72,435.9375,279,24,7.2
2024-07-26 18:18,28.81,439.0625,281,21,7
2024-07-26 23:20,30.69,442.1875,283,23,7.1
2024-07-27 4:22,31.1,445.3125,285,22,6.9
2024-07-27 9:24,29.75,448.4375,287,24,7.2
2024-07-27 14:26,28.84,451.5625,289,21,7
2024-07-27 19:28,29.67,454.6875,291,22,7.3
2024-07-27 23:30,28.9,457.8125,293,23,6.8
2024-07-28 4:32,29.72,460.9375,295,21,7.1
2024-07-28 9:34,30.84,464.0625,297,17,7.4
2024-07-28 14:36,31.18,467.1875,299,24,7.2
2024-07-28 19:38,30.92,470.3125,301,14,7
2024-07-28 23:40,29.6,473.4375,303,21,7.1
2024-07-29 4:42,28.94,476.5625,305,12,6.9
2024-07-29 9:44,29.71,479.6875,307,17,7.3
2024-07-29 14:46,28.75,482.8125,309,24,7.2
2024-07-29 19:48,29.78,485.9375,311,19,6.8
2024-07-29 23:50,28.88,489.0625,313,21,7.1
2024-07-30 4:52,29.66,492.1875,315,21,7.4
2024-07-30 9:54,28.84,495.3125,317,23,7.2
2024-07-30 14:56,29.74,498.4375,319,21,7
2024-07-30 19:58,28.82,501.5625,321,24,7.3
2024-07-30 23:00,31.06,504.6875,323,22,7.1
2024-07-31 4:02,30.6,507.8125,325,20,6.9
2024-07-31 9:04,31.28,510.9375,327,23,7
2024-07-31 14:06,28.77,514.0625,329,22,7.2
2024-07-31 19:08,29.63,517.1875,331,19,7.3
2024-07-31 23:10,28.85,520.3125,333,18,6.8
2024-08-01 0:12,29.75,382.8125,245,23,6.9
2024-08-01 5:14,28.92,385.9375,247,17,7
2024-08-01 10:16,29.71,389.0625,249,24,7.2
2024-08-01 15:18,28.79,390.625,250,16,7.1
2024-08-01 20:20,29.67,387.5,248,23,7.3
2024-08-02 1:22,28.83,381.25,244,19,6.8
2024-08-02 6:24,29.74,378.125,242,21,7
2024-08-02 11:26,28.88,375,240,23,7.2
2024-08-02 16:28,29.69,371.875,238,21,7.1
2024-08-02 21:30,28.75,378.125,242,22,7.3
2024-08-03 2:32,29.78,382.8125,245,23,7
2024-08-03 7:34,28.81,385.9375,247,18,7.1
2024-08-03 12:36,30.75,390.625,250,24,7.2
2024-08-03 17:38,31.14,387.5,248,17,7.3
2024-08-03 22:40,30.67,382.8125,245,22,7
2024-08-04 3:42,31.22,378.125,242,17,7.2
2024-08-04 8:44,29.72,375,240,23,7.1
2024-08-04 13:46,28.94,371.875,238,15,7.3
2024-08-04 18:48,29.69,378.125,242,21,7
2024-08-04 23:50,28.82,382.8125,245,15,7.2
2024-08-05 4:52,29.77,385.9375,247,15,7.1
2024-08-05 9:54,30.7,389.0625,249,22,7
2024-08-05 14:56,31.15,390.625,250,21,7.2
2024-08-05 19:58,30.85,387.5,248,23,7.1
2024-08-05 23:00,31.19,382.8125,245,22,7.3
2024-08-06 4:02,30.66,378.125,242,21,7
2024-08-06 9:04,29.78,375,240,22,7.2
2024-08-06 14:06,28.92,371.875,238,17,7.1
2024-08-06 19:08,29.75,375,240,24,7.3
2024-08-06 23:10,28.81,378.125,242,16,7.2
2024-08-07 4:12,30.1,382.8125,245,16,7.1
2024-08-07 9:14,28.85,385.9375,247,15,7
2024-08-07 14:16,29.77,389.0625,249,21,7.2
2024-08-07 19:18,28.94,390.625,250,13,7.3
2024-08-07 23:20,29.62,387.5,248,12,7.1
2024-08-08 4:22,28.87,382.8125,245,24,7
2024-08-08 9:24,29.69,385.9375,247,10,7.1
2024-08-08 14:26,28.81,389.0625,249,24,6.8
2024-08-08 19:28,29.74,390.625,250,21,6.8
2024-08-08 23:30,28.83,387.5,248,21,6.5
2024-08-09 4:32,29.76,382.8125,245,25,6.5
2024-08-09 9:34,30.64,385.9375,247,24,6.7
2024-08-09 14:36,31.12,389.0625,249,22,7.6
2024-08-09 19:38,30.97,390.625,250,18,7
2024-08-09 23:40,29.72,387.5,248,11,7.2
2024-08-10 4:42,30.69,382.8125,245,22,7
2024-08-10 9:44,31.26,385.9375,247,12,7.1
2024-08-10 14:46,28.89,389.0625,249,23,7.3
2024-08-10 19:48,29.67,390.625,250,19,7.2
2024-08-10 23:50,28.81,387.5,248,24,7.1
2024-08-11 4:52,31.28,382.8125,245,12,7.3
2024-08-11 9:54,30.55,385.9375,247,22,7
2024-08-11 14:56,31.22,389.0625,249,18,7.2
2024-08-11 19:58,30.4,390.625,250,21,7.1
2024-08-11 23:00,29.79,387.5,248,17,7.3
2024-08-12 4:02,28.85,382.8125,245,23,7
2024-08-12 9:04,29.75,385.9375,247,24,7.2
2024-08-12 14:06,28.91,389.0625,249,23,7.1
2024-08-12 19:08,29.68,390.625,250,22,7.3
2024-08-12 23:10,31.28,387.5,248,16,7.2
2024-08-13 4:12,30.84,382.8125,245,16,6.8
2024-08-13 9:14,28.87,385.9375,247,12,6.8
2024-08-13 14:16,29.74,389.0625,249,29,7.2
2024-08-13 19:18,28.78,390.625,250,21,7.3
2024-08-13 23:20,29.66,387.5,248,27,7.1
2024-08-14 4:22,28.75,382.8125,245,23,7.2
2024-08-14 9:24,29.72,385.9375,247,18,7
2024-08-14 14:26,28.89,389.0625,249,21,7.1
2024-08-14 19:28,29.78,390.625,250,17,7.3
2024-08-14 23:30,28.86,387.5,248,23,7.2
2024-08-15 4:32,31.26,382.8125,245,16,7
2024-08-15 9:34,30.96,385.9375,247,11,7.1
2024-08-15 14:36,31.18,389.0625,249,23,6.9
2024-08-15 19:38,30.69,390.625,250,15,7.3
2024-08-15 23:40,29.62,387.5,248,22,6.8
2024-08-16 4:42,31.3,382.8125,245,23,7.2
2024-08-16 9:44,30.85,385.9375,247,18,6.8
2024-08-16 14:46,31.17,389.0625,249,21,7.1
2024-08-16 19:48,30.76,390.625,250,19,6.8
2024-08-16 23:50,31.22,387.5,248,16,7.2
2024-08-17 4:52,29.77,382.8125,245,22,6.9
2024-08-17 9:54,30.1,385.9375,247,20,7.2
2024-08-17 14:56,29.8,389.0625,249,24,7
2024-08-17 19:58,28.93,390.625,250,15,7.3
2024-08-18 13:00,31.2,401.5625,257,23,7.1
2024-08-18 18:02,28.75,390.625,250,16,6.8
2024-08-18 23:04,29.74,385.9375,247,24,7.2
2024-08-19 4:06,28.88,382.8125,245,29,7.1
2024-08-19 9:08,30.64,378.125,242,21,7.3
2024-08-19 14:10,31.25,375,240,22,7
2024-08-19 19:12,29.73,370.3125,237,24,7.2
2024-08-20 0:14,28.82,367.1875,235,23,6.9
2024-08-20 5:16,30.91,371.875,238,22,7.1
2024-08-20 10:18,28.87,375,240,23,7.2
2024-08-20 15:20,29.8,378.125,242,21,7
2024-08-20 20:22,28.94,382.8125,245,24,7.3
2024-08-21 1:24,29.75,385.9375,247,19,6.8
2024-08-21 6:26,30.76,390.625,250,23,7.1
2024-08-21 11:28,31.2,393.75,252,18,7.3
2024-08-21 16:30,30.88,398.4375,255,21,6.9
2024-08-21 21:32,31.24,401.5625,257,22,7.2
2024-08-22 2:34,28.88,390.625,250,17,7
2024-08-22 7:36,29.68,382.8125,245,17,7.3
2024-08-22 12:38,31.25,378.125,242,16,6.8
2024-08-22 17:40,30.61,375,240,22,7.1
2024-08-22 22:42,28.77,370.3125,237,24,7.2
2024-08-23 3:44,29.81,367.1875,235,25,7
2024-08-23 8:46,28.93,371.875,238,19,6.9
2024-08-23 13:48,29.69,375,240,21,7.3
2024-08-23 18:50,28.8,378.125,242,29,7.1
2024-08-23 23:52,29.75,382.8125,245,22,6.8
2024-08-24 4:54,28.85,385.9375,247,25,7
2024-08-24 9:56,29.7,390.625,250,17,7.3
2024-08-24 14:58,28.77,393.75,252,16,6.9
2024-08-24 20:00,29.67,398.4375,255,22,7.1
2024-08-25 1:02,28.9,401.5625,257,23,7.2
2024-08-25 6:04,29.74,390.625,250,24,7
2024-08-25 11:06,28.83,382.8125,245,22,6.8
2024-08-25 16:08,29.78,378.125,242,23,7.3
2024-08-25 21:10,28.75,375,240,24,7.1
2024-08-26 2:12,29.67,370.3125,237,22,7.2
2024-08-26 7:14,28.88,375,240,15,7
2024-08-26 12:16,29.74,382.8125,245,23,7.1
2024-08-26 17:18,28.81,385.9375,247,15,6.9
2024-08-26 22:20,29.66,390.625,250,14,7.3
2024-08-27 3:22,28.82,393.75,252,15,7
2024-08-27 8:24,29.75,398.4375,255,24,6.8
2024-08-27 13:26,31.2,401.5625,257,22,7.1
2024-08-27 18:28,30.73,390.625,250,17,7.2
2024-08-27 23:30,31.29,382.8125,245,19,7.3
2024-08-28 4:32,30.9,378.125,242,22,7.1
2024-08-28 9:34,28.9,375,240,23,7
2024-08-28 14:36,29.72,370.3125,237,24,7.3
2024-08-28 19:38,28.83,382.8125,245,17,6.9
2024-08-28 23:40,29.75,378.125,242,16,7.2
2024-08-29 4:42,28.77,375,240,23,7
2024-08-29 9:44,29.71,370.3125,237,24,7.1
2024-08-29 14:46,28.94,382.8125,245,11,7.3
2024-08-29 19:48,29.6,378.125,242,23,7.2
2024-08-30 0:50,28.8,375,240,24,7
2024-08-30 5:52,29.74,370.3125,237,12,7.1
2024-08-30 10:54,30.85,382.8125,245,15,7.3
2024-08-30 15:56,31.17,385.9375,247,24,6.9
2024-08-30 21:58,28.75,390.625,250,23,7.2
2024-08-31 2:00,29.62,393.75,252,19,7.1
2024-08-31 7:02,28.85,398.4375,255,23,7.3
2024-08-31 12:04,31.19,390.625,250,24,7
2024-08-31 17:06,28.84,385.9375,247,22,6.9
2024-08-31 22:08,29.75,378.125,242,23,7.2
